,time,kalby_active_power,prev_day_power,50thQuantile,5thQuantile,90thQuantile,Hour_5thQuantile,Hour_50thQuantile,Hour_90thQuantile,mean_wind_speed,mean_wind_dirn,mean_humidity,fr_wind_dirn,fr_accum_precip,fr_mean_humidity,fr_wind_speed
0,2023-06-02 07:00:00,-479.86515659568585,-763.7084635416667,-479.86515659568585,-479.86515659568585,-479.86515659568585,-479.86515659568585,-479.86515659568585,-479.86515659568585,5.5,2.0,65.0,24.05476952,0.0,0.53235292,2.68493342
1,2023-06-02 08:00:00,-820.2976898387739,-880.1670735677084,-479.86515659568585,-820.2976898387739,-479.86515659568585,-820.2976898387739,-820.2976898387739,-820.2976898387739,4.0,354.0,61.0,15.90630817,0.0,0.54532242,2.8289144
2,2023-06-02 09:00:00,-1019.8937261814025,-1503.1733146273475,-820.2976898387739,-1019.8937261814025,-479.86515659568585,-1019.8937261814025,-1019.8937261814025,-1019.8937261814025,3.6,357.0,45.0,11.88302326,0.0,0.5211674,2.65564299
3,2023-06-02 10:00:00,-804.6404833225389,-1691.0644807635613,-804.6404833225389,-1019.8937261814025,-479.86515659568585,-804.6404833225389,-804.6404833225389,-804.6404833225389,3.5,347.0,50.0,4.85177135,0.0,0.39778438,2.87880588
4,2023-06-02 11:00:00,-355.1961452277132,-1411.4920061383928,-804.6404833225389,-1019.8937261814025,-355.1961452277132,-355.1961452277132,-355.1961452277132,-355.1961452277132,5.0,8.0,58.0,2.03135538,0.0,0.37274447,3.26790881
5,2023-06-02 12:00:00,-167.2086759868421,-919.4494805819746,-479.86515659568585,-1019.8937261814025,-167.2086759868421,-167.2086759868421,-167.2086759868421,-167.2086759868421,3.8,43.0,56.0,26.1017437,0.0,0.38366979,3.57602167
6,2023-06-02 13:00:00,-318.6970571453652,-301.80970052083336,-479.86515659568585,-1019.8937261814025,-167.2086759868421,-318.6970571453652,-318.6970571453652,-318.6970571453652,2.9,69.0,55.0,29.50786018,0.0,0.34659088,2.90265846
7,2023-06-02 14:00:00,-538.7782597504845,-372.60298596398303,-479.86515659568585,-1019.8937261814025,-167.2086759868421,-538.7782597504845,-538.7782597504845,-538.7782597504845,2.2,78.0,59.0,72.75787354,0.0,0.43681604,2.05013871
8,2023-06-02 15:00:00,-631.1595501077586,-1304.4233989351114,-538.7782597504845,-1019.8937261814025,-167.2086759868421,-631.1595501077586,-631.1595501077586,-631.1595501077586,2.1,105.0,62.0,180.56251526,0.0,0.49438742,1.74805212
9,2023-06-02 16:00:00,-483.55993489583335,-2109.013121302726,-483.55993489583335,-1019.8937261814025,-167.2086759868421,-483.55993489583335,-483.55993489583335,-483.55993489583335,1.9,108.0,65.0,151.00015259,0.0,0.60608196,2.87134099
10,2023-06-02 17:00:00,-257.51177853954084,-2607.177976808348,-483.55993489583335,-1019.8937261814025,-167.2086759868421,-257.51177853954084,-257.51177853954084,-257.51177853954084,1.3,123.0,61.0,146.64860535,0.0,0.62524706,2.99383116
11,2023-06-02 18:00:00,-144.856201171875,-2223.665020566998,-479.86515659568585,-1019.8937261814025,-144.856201171875,-144.856201171875,-144.856201171875,-144.856201171875,1.9,131.0,62.0,143.08605957,0.0,0.57771623,2.81649661
12,2023-06-02 19:00:00,-60.086979166666666,-2588.82189741291,-479.86515659568585,-1019.8937261814025,-60.086979166666666,-60.086979166666666,-60.086979166666666,-60.086979166666666,2.0,135.0,66.0,143.35162354,0.0,0.64584696,2.19156766
13,2023-06-02 20:00:00,14.50546875,-1838.895285247093,-355.1961452277132,-1019.8937261814025,14.50546875,14.50546875,14.50546875,14.50546875,0.4,176.0,74.0,142.77378845,0.0,0.66209841,1.5086751
14,2023-06-02 21:00:00,-46.7140625,-1022.9323153409091,-355.1961452277132,-1019.8937261814025,14.50546875,-46.7140625,-46.7140625,-46.7140625,0.8,275.0,82.0,145.00004578,0.0,0.70439589,1.34926701
15,2023-06-02 22:00:00,17.818093039772727,-618.8734010130495,-318.6970571453652,-1019.8937261814025,17.818093039772727,17.818093039772727,17.818093039772727,17.818093039772727,0.5,249.0,86.0,151.78126526,0.0,0.73856008,1.25170076
16,2023-06-02 23:00:00,24.664171006944443,-1167.5962277246902,-318.6970571453652,-1019.8937261814025,24.664171006944443,24.664171006944443,24.664171006944443,24.664171006944443,1.3,252.0,82.0,161.85966492,0.0,0.75780201,0.99762434
17,2023-06-03 00:00:00,-37.85145399305556,-695.5610036542339,-257.51177853954084,-1019.8937261814025,24.664171006944443,-37.85145399305556,-37.85145399305556,-37.85145399305556,2.8,256.0,82.0,176.65637207,0.0,0.84766185,0.84793651
18,2023-06-03 01:00:00,-22.287375710227273,-523.6186335637019,-257.51177853954084,-1019.8937261814025,24.664171006944443,-22.287375710227273,-22.287375710227273,-22.287375710227273,3.0,256.0,81.0,192.55540466,0.0,0.84351182,0.82600868
19,2023-06-03 02:00:00,-126.24602399553571,-334.7298177083333,-167.2086759868421,-820.2976898387739,24.664171006944443,-126.24602399553571,-126.24602399553571,-126.24602399553571,4.2,255.0,81.0,193.97660828,0.0,0.84781492,1.02742612
20,2023-06-03 03:00:00,-190.7069950810185,-238.8165957322761,-190.7069950810185,-820.2976898387739,17.818093039772727,-190.7069950810185,-190.7069950810185,-190.7069950810185,5.1,259.0,81.0,211.19549561,0.0,0.85175204,1.01663947
21,2023-06-03 04:00:00,-459.36834343112247,-371.5098655880906,-190.7069950810185,-820.2976898387739,17.818093039772727,-459.36834343112247,-459.36834343112247,-459.36834343112247,5.1,252.0,87.0,205.35960388,0.0,0.81412363,1.1896174
22,2023-06-03 05:00:00,-585.3815297272246,-771.72021484375,-257.51177853954084,-820.2976898387739,17.818093039772727,-585.3815297272246,-585.3815297272246,-585.3815297272246,6.0,243.0,84.0,206.15652466,0.0,0.69751555,2.01933527
